,날짜,관리구분,품목,품종,등급,현재고,현재중량
0,22.11.14,고구마,일반고구마,소담미,종자용,576,9976.0
1,22.11.21,고구마,일반고구마,소담미,종자용,576,9976.0
2,22.11.28,고구마,일반고구마,소담미,종자용,576,9976.0
3,22.12.05,고구마,일반고구마,소담미,종자용,576,9976.0
4,22.12.12,고구마,일반고구마,소담미,종자용,576,9976.0
5,22.12.19,고구마,일반고구마,소담미,종자용,576,9976.0
6,22.12.26,고구마,일반고구마,소담미,종자용,576,9976.0
7,23.01.02,고구마,일반고구마,소담미,종자용,576,9976.0
8,23.01.09,고구마,일반고구마,소담미,종자용,576,9976.0
9,23.01.16,고구마,일반고구마,소담미,종자용,576,9976.0
10,23.01.23,고구마,일반고구마,소담미,종자용,576,9976.0
11,23.01.30,고구마,일반고구마,소담미,종자용,576,9976.0
12,23.02.06,고구마,일반고구마,소담미,종자용,576,9976.0
13,23.02.13,고구마,일반고구마,소담미,종자용,576,9976.0
14,23.02.20,고구마,일반고구마,소담미,종자용,576,9976.0
15,23.02.27,고구마,일반고구마,소담미,종자용,576,9976.0
16,23.03.06,고구마,일반고구마,소담미,종자용,576,9976.0
17,23.03.13,고구마,일반고구마,소담미,종자용,576,9976.0
18,23.03.20,고구마,일반고구마,소담미,종자용,576,9976.0
19,23.03.27,고구마,일반고구마,소담미,종자용,576,9976.0
20,23.04.03,고구마,일반고구마,소담미,종자용,576,9976.0
21,23.04.10,고구마,일반고구마,소담미,종자용,576,9976.0
22,23.04.17,고구마,일반고구마,소담미,종자용,576,9976.0
23,23.04.24,고구마,일반고구마,소담미,종자용,126,2142.0
24,23.11.06,고구마,일반고구마,실크스위트,무등급,12,230.0
25,23.11.13,고구마,일반고구마,실크스위트,무등급,12,230.0
26,23.11.20,고구마,일반고구마,실크스위트,무등급,12,230.0
27,23.11.27,고구마,일반고구마,실크스위트,무등급,12,230.0
28,23.12.04,고구마,일반고구마,실크스위트,무등급,12,230.0
29,23.12.11,고구마,일반고구마,실크스위트,무등급,12,230.0
30,23.12.18,고구마,일반고구마,실크스위트,무등급,12,230.0
31,23.12.25,고구마,일반고구마,실크스위트,무등급,12,230.0
32,24.01.01,고구마,일반고구마,실크스위트,무등급,12,230.0
33,24.01.08,고구마,일반고구마,실크스위트,무등급,12,230.0
34,24.01.15,고구마,일반고구마,실크스위트,무등급,12,230.0
35,24.01.22,고구마,일반고구마,실크스위트,무등급,12,230.0
36,24.01.29,고구마,일반고구마,실크스위트,무등급,12,230.0
37,22.11.14,고구마,일반고구마,일반,무등급,36,918.0
38,22.11.21,고구마,일반고구마,일반,무등급,36,918.0
39,22.08.08,고구마,일반고구마,진율미,가공1,36,523.0
40,22.08.15,고구마,일반고구마,진율미,가공1,96,1699.0
41,22.08.08,고구마,일반고구마,진율미,가공2,108,1641.0
42,22.08.15,고구마,일반고구마,진율미,가공2,186,3320.0
43,22.08.22,고구마,일반고구마,진율미,가공2,186,3320.0
44,22.08.29,고구마,일반고구마,진율미,가공2,186,3320.0
45,22.09.05,고구마,일반고구마,진율미,가공2,186,3320.0
46,22.09.12,고구마,일반고구마,진율미,가공2,186,3320.0
47,22.08.08,고구마,일반고구마,진율미,대,216,3446.0
48,22.08.15,고구마,일반고구마,진율미,대,540,10535.0
49,22.08.22,고구마,일반고구마,진율미,대,480,9300.0
50,23.08.07,고구마,일반고구마,진율미,대,12,253.0
51,22.08.15,고구마,일반고구마,진율미,대1,30,583.0
52,22.08.22,고구마,일반고구마,진율미,대1,60,1184.0
53,22.08.15,고구마,일반고구마,진율미,대2,120,2437.0
54,22.08.22,고구마,일반고구마,진율미,대2,210,4255.0
55,22.08.29,고구마,일반고구마,진율미,대2,180,3648.0
56,22.08.08,고구마,일반고구마,진율미,비1,50,847.0
57,22.08.15,고구마,일반고구마,진율미,비1,140,2648.0
58,22.08.22,고구마,일반고구마,진율미,비1,156,2948.0
59,22.08.15,고구마,일반고구마,진율미,비2,30,570.0
60,22.08.22,고구마,일반고구마,진율미,비2,60,1133.0
61,22.08.29,고구마,일반고구마,진율미,비2,60,1133.0
62,22.09.05,고구마,일반고구마,진율미,비2,60,1133.0
63,23.08.07,고구마,일반고구마,진율미,비2,36,670.0
64,22.08.08,고구마,일반고구마,진율미,상,432,7392.0
65,22.08.15,고구마,일반고구마,진율미,상,300,5469.0
66,22.08.22,고구마,일반고구마,진율미,상,324,6060.0
67,23.08.07,고구마,일반고구마,진율미,상,311,6144.0
68,22.08.15,고구마,일반고구마,진율미,중2,30,587.0
69,22.08.22,고구마,일반고구마,진율미,중2,122,2363.0
70,22.08.29,고구마,일반고구마,진율미,중2,30,587.0
71,23.08.07,고구마,일반고구마,진율미,중2,108,2129.0
72,22.08.15,고구마,일반고구마,진율미,중3,60,1132.0
73,23.08.07,고구마,일반고구마,진율미,중3,36,690.0
74,22.08.15,고구마,일반고구마,진율미,특,60,1236.0
75,22.08.22,고구마,일반고구마,진율미,특,120,2448.0
76,22.08.22,고구마,일반고구마,카라유타카,가공1,1,9.0
77,22.08.29,고구마,일반고구마,카라유타카,가공1,1,9.0
78,22.09.05,고구마,일반고구마,카라유타카,가공1,1,9.0
79,22.01.03,고구마,일반고구마,카라유타카,가공2,24,480.0
80,23.08.28,고구마,일반고구마,카라유타카,가공2,135,2581.0
81,22.08.22,고구마,일반고구마,카라유타카,대2,24,458.0
82,22.08.29,고구마,일반고구마,카라유타카,대2,24,458.0
83,23.08.28,고구마,일반고구마,카라유타카,대2,56,1080.0
84,23.09.04,고구마,일반고구마,카라유타카,대2,23,451.0
85,23.08.28,고구마,일반고구마,카라유타카,대비품,17,326.0
86,23.09.04,고구마,일반고구마,카라유타카,대비품,17,326.0
87,23.09.11,고구마,일반고구마,카라유타카,대비품,17,326.0
88,23.09.18,고구마,일반고구마,카라유타카,대비품,17,326.0
89,23.09.25,고구마,일반고구마,카라유타카,대비품,17,326.0
90,22.08.29,고구마,일반고구마,카라유타카,무등급,429,9740.0
91,22.09.05,고구마,일반고구마,카라유타카,무등급,318,7314.0
92,23.09.18,고구마,일반고구마,카라유타카,미선별대,90,1956.0
93,23.09.25,고구마,일반고구마,카라유타카,미선별대,90,1956.0
94,23.09.18,고구마,일반고구마,카라유타카,미선별특,772,17080.0
95,23.09.25,고구마,일반고구마,카라유타카,미선별특,736,16283.0
96,22.01.03,고구마,일반고구마,카라유타카,비1,168,3353.0
97,22.01.10,고구마,일반고구마,카라유타카,비1,168,3353.0
98,22.01.17,고구마,일반고구마,카라유타카,비1,168,3353.0
99,22.01.24,고구마,일반고구마,카라유타카,비1,168,3353.0
100,22.02.07,고구마,일반고구마,카라유타카,비1,168,3353.0
101,23.08.28,고구마,일반고구마,카라유타카,비1,19,341.0
102,23.09.04,고구마,일반고구마,카라유타카,비1,19,341.0
103,23.09.11,고구마,일반고구마,카라유타카,비1,19,341.0
104,23.09.18,고구마,일반고구마,카라유타카,비1,19,341.0
105,23.09.25,고구마,일반고구마,카라유타카,비1,19,341.0
106,22.01.03,고구마,일반고구마,카라유타카,비2,659,12687.0
107,22.01.10,고구마,일반고구마,카라유타카,비2,515,10008.0
108,22.01.17,고구마,일반고구마,카라유타카,비2,443,8679.0
109,22.01.24,고구마,일반고구마,카라유타카,비2,443,8679.0
110,22.02.07,고구마,일반고구마,카라유타카,비2,396,7794.0
111,22.02.14,고구마,일반고구마,카라유타카,비2,180,3552.0
112,22.08.22,고구마,일반고구마,카라유타카,비2,15,300.0
113,22.08.29,고구마,일반고구마,카라유타카,비2,15,300.0
114,22.09.05,고구마,일반고구마,카라유타카,비2,15,300.0
115,22.09.12,고구마,일반고구마,카라유타카,비2,15,300.0
116,23.08.28,고구마,일반고구마,카라유타카,비2,110,2153.0
117,23.09.18,고구마,일반고구마,카라유타카,비2,284,6029.0
118,23.09.25,고구마,일반고구마,카라유타카,비2,284,6029.0
119,22.08.22,고구마,일반고구마,카라유타카,상,216,3643.0
120,23.08.28,고구마,일반고구마,카라유타카,상,341,6823.0
121,23.09.04,고구마,일반고구마,카라유타카,상,53,1073.0
122,22.01.03,고구마,일반고구마,카라유타카,왕대,143,2860.0
123,22.01.10,고구마,일반고구마,카라유타카,왕대,143,2860.0
124,22.01.17,고구마,일반고구마,카라유타카,왕대,143,2860.0
125,22.01.24,고구마,일반고구마,카라유타카,왕대,143,2860.0
126,22.02.07,고구마,일반고구마,카라유타카,왕대,143,2860.0
127,22.02.14,고구마,일반고구마,카라유타카,왕대,143,2860.0
128,22.02.21,고구마,일반고구마,카라유타카,왕대,143,2860.0
129,22.02.28,고구마,일반고구마,카라유타카,왕대,143,2860.0
130,22.03.07,고구마,일반고구마,카라유타카,왕대,143,2860.0
131,22.08.22,고구마,일반고구마,카라유타카,왕대,1,21.0
132,22.01.03,고구마,일반고구마,카라유타카,종자용,1456,28309.0
133,22.01.10,고구마,일반고구마,카라유타카,종자용,1456,28309.0
134,22.01.17,고구마,일반고구마,카라유타카,종자용,1456,28309.0
135,22.01.24,고구마,일반고구마,카라유타카,종자용,1456,28309.0
136,22.02.07,고구마,일반고구마,카라유타카,종자용,916,18029.0
137,22.02.14,고구마,일반고구마,카라유타카,종자용,916,18029.0
138,22.02.21,고구마,일반고구마,카라유타카,종자용,916,18029.0
139,22.08.22,고구마,일반고구마,카라유타카,특1,44,756.0
140,23.08.28,고구마,일반고구마,카라유타카,특1,64,1226.0
141,23.09.04,고구마,일반고구마,카라유타카,특1,64,1226.0
142,22.08.15,고구마,일반고구마,하계,가공1,96,1897.0
143,22.08.29,고구마,일반고구마,하계,가공1,5,85.0
144,22.09.05,고구마,일반고구마,하계,가공1,5,85.0
145,22.08.15,고구마,일반고구마,하계,가공2,108,1976.0
146,22.08.22,고구마,일반고구마,하계,가공2,60,1131.0
147,22.08.29,고구마,일반고구마,하계,가공2,92,1726.0
148,22.09.05,고구마,일반고구마,하계,가공2,92,1726.0
149,22.09.12,고구마,일반고구마,하계,가공2,92,1726.0
150,22.07.25,고구마,일반고구마,하계,대,21,389.0
151,22.08.01,고구마,일반고구마,하계,대,30,607.0
152,22.08.15,고구마,일반고구마,하계,대1,56,1157.0
153,22.08.29,고구마,일반고구마,하계,대1,7,139.0
154,22.09.05,고구마,일반고구마,하계,대1,7,139.0
155,22.08.15,고구마,일반고구마,하계,대2,177,3662.0
156,22.08.22,고구마,일반고구마,하계,대2,177,3662.0
157,22.08.29,고구마,일반고구마,하계,대2,218,4467.0
158,22.08.15,고구마,일반고구마,하계,비1,68,1324.0
159,22.08.29,고구마,일반고구마,하계,비1,21,405.0
160,22.09.05,고구마,일반고구마,하계,비1,21,405.0
161,22.08.01,고구마,일반고구마,하계,비2,57,1114.0
162,22.08.15,고구마,일반고구마,하계,비2,31,587.0
163,22.08.29,고구마,일반고구마,하계,비2,52,1007.0
164,22.09.05,고구마,일반고구마,하계,비2,52,1007.0
165,22.09.12,고구마,일반고구마,하계,비2,52,1007.0
166,22.07.25,고구마,일반고구마,하계,상,240,4642.0
167,22.08.01,고구마,일반고구마,하계,상,390,7732.0
168,22.08.15,고구마,일반고구마,하계,상,90,1796.0
169,22.08.15,고구마,일반고구마,하계,왕대,87,1753.0
170,22.08.22,고구마,일반고구마,하계,왕대,87,1753.0
171,22.08.29,고구마,일반고구마,하계,왕대,33,645.0
172,22.09.05,고구마,일반고구마,하계,왕대,33,645.0
173,22.09.12,고구마,일반고구마,하계,왕대,30,595.0
174,22.07.25,고구마,일반고구마,하계,중2,118,2252.0
175,22.08.01,고구마,일반고구마,하계,중2,100,1951.0
176,22.08.15,고구마,일반고구마,하계,중2,94,1841.0
177,22.08.22,고구마,일반고구마,하계,중2,30,573.0
178,22.08.29,고구마,일반고구마,하계,중2,30,570.0
179,22.07.25,고구마,일반고구마,하계,중3,17,322.0
180,22.08.15,고구마,일반고구마,하계,중3,63,1239.0
181,22.08.29,고구마,일반고구마,하계,중3,6,122.0
182,22.09.05,고구마,일반고구마,하계,중3,6,122.0
183,22.08.15,고구마,일반고구마,하계,특,95,1958.0
184,22.08.22,고구마,일반고구마,하계,특,95,1958.0
185,22.01.03,고구마,일반고구마,하루까,가공1,1296,27057.0
186,22.01.10,고구마,일반고구마,하루까,가공1,720,15190.0
187,22.01.17,고구마,일반고구마,하루까,가공1,144,2997.0
188,22.01.24,고구마,일반고구마,하루까,가공1,144,2997.0
189,22.02.07,고구마,일반고구마,하루까,가공1,144,2997.0
190,22.09.19,고구마,일반고구마,하루까,가공1,432,8540.0
191,22.09.26,고구마,일반고구마,하루까,가공1,936,18625.0
192,22.10.03,고구마,일반고구마,하루까,가공1,1656,32857.0
193,22.10.10,고구마,일반고구마,하루까,가공1,1836,36544.0
194,23.10.09,고구마,일반고구마,하루까,가공1,36,731.0
195,23.10.16,고구마,일반고구마,하루까,가공1,36,731.0
196,23.10.23,고구마,일반고구마,하루까,가공1,36,731.0
197,23.10.30,고구마,일반고구마,하루까,가공1,36,731.0
198,22.09.19,고구마,일반고구마,하루까,가공2,576,10946.0
199,22.09.26,고구마,일반고구마,하루까,가공2,828,16136.0
200,22.10.03,고구마,일반고구마,하루까,가공2,1548,30282.0
201,22.10.10,고구마,일반고구마,하루까,가공2,1944,37016.0
202,22.10.17,고구마,일반고구마,하루까,가공2,2628,50015.0
203,22.10.24,고구마,일반고구마,하루까,가공2,1476,27829.0
204,22.10.31,고구마,일반고구마,하루까,가공2,648,12174.0
205,22.11.07,고구마,일반고구마,하루까,가공2,576,10836.0
206,22.11.14,고구마,일반고구마,하루까,가공2,144,2797.0
207,23.10.09,고구마,일반고구마,하루까,가공2,72,1406.0
208,23.10.16,고구마,일반고구마,하루까,가공2,72,1406.0
209,23.10.23,고구마,일반고구마,하루까,가공2,72,1406.0
210,23.10.30,고구마,일반고구마,하루까,가공2,72,1406.0
211,23.11.06,고구마,일반고구마,하루까,가공2,72,1406.0
212,23.11.13,고구마,일반고구마,하루까,가공2,36,696.0
213,22.10.31,고구마,일반고구마,하루까,대,576,12340.0
214,22.11.07,고구마,일반고구마,하루까,대,504,10798.0
215,22.11.14,고구마,일반고구마,하루까,대,504,10798.0
216,22.11.21,고구마,일반고구마,하루까,대,504,10798.0
217,22.11.28,고구마,일반고구마,하루까,대,504,10798.0
218,22.12.05,고구마,일반고구마,하루까,대,288,6172.0
219,22.12.12,고구마,일반고구마,하루까,대,180,3859.0
220,22.12.19,고구마,일반고구마,하루까,대,180,3859.0
221,22.12.26,고구마,일반고구마,하루까,대,180,3859.0
222,23.01.02,고구마,일반고구마,하루까,대,180,3859.0
223,23.01.09,고구마,일반고구마,하루까,대,180,3859.0
224,23.01.16,고구마,일반고구마,하루까,대,180,3859.0
225,23.01.23,고구마,일반고구마,하루까,대,180,3859.0
226,23.10.30,고구마,일반고구마,하루까,대,108,2265.0
227,23.11.06,고구마,일반고구마,하루까,대,108,2265.0
228,23.11.13,고구마,일반고구마,하루까,대,108,2265.0
229,23.11.20,고구마,일반고구마,하루까,대,108,2265.0
230,23.11.27,고구마,일반고구마,하루까,대,108,2265.0
231,23.12.04,고구마,일반고구마,하루까,대,108,2265.0
232,23.12.11,고구마,일반고구마,하루까,대,108,2265.0
233,23.12.18,고구마,일반고구마,하루까,대,108,2265.0
234,23.12.25,고구마,일반고구마,하루까,대,108,2265.0
235,24.01.01,고구마,일반고구마,하루까,대,108,2265.0
236,24.01.08,고구마,일반고구마,하루까,대,108,2265.0
237,24.01.15,고구마,일반고구마,하루까,대,108,2265.0
238,24.01.22,고구마,일반고구마,하루까,대,108,2265.0
239,22.01.03,고구마,일반고구마,하루까,대1,4104,86906.0
240,22.01.10,고구마,일반고구마,하루까,대1,4104,86906.0
241,22.01.17,고구마,일반고구마,하루까,대1,3960,83906.0
242,22.01.24,고구마,일반고구마,하루까,대1,3960,83906.0
243,22.02.07,고구마,일반고구마,하루까,대1,3816,80896.0
244,22.02.14,고구마,일반고구마,하루까,대1,3816,80896.0
245,22.02.21,고구마,일반고구마,하루까,대1,3816,80896.0
246,22.02.28,고구마,일반고구마,하루까,대1,3492,74138.0
247,22.03.07,고구마,일반고구마,하루까,대1,3492,74138.0
248,22.03.14,고구마,일반고구마,하루까,대1,3492,74138.0
249,22.03.21,고구마,일반고구마,하루까,대1,3096,65544.0
250,22.03.28,고구마,일반고구마,하루까,대1,2772,58515.0
251,22.04.04,고구마,일반고구마,하루까,대1,2772,58515.0
252,22.04.11,고구마,일반고구마,하루까,대1,2772,58515.0
253,22.04.18,고구마,일반고구마,하루까,대1,2772,58515.0
254,22.04.25,고구마,일반고구마,하루까,대1,2484,52473.0
255,22.05.02,고구마,일반고구마,하루까,대1,2124,44884.0
256,22.05.09,고구마,일반고구마,하루까,대1,1872,39504.0
257,22.05.16,고구마,일반고구마,하루까,대1,1656,34935.0
258,22.05.23,고구마,일반고구마,하루까,대1,1440,30179.0
259,22.05.30,고구마,일반고구마,하루까,대1,1404,29451.0
260,22.06.06,고구마,일반고구마,하루까,대1,1260,26379.0
261,22.06.13,고구마,일반고구마,하루까,대1,1152,24086.0
262,22.06.20,고구마,일반고구마,하루까,대1,828,17359.0
263,22.06.27,고구마,일반고구마,하루까,대1,324,6803.0
264,22.07.04,고구마,일반고구마,하루까,대1,324,6803.0
265,22.07.11,고구마,일반고구마,하루까,대1,72,1537.0
266,22.09.19,고구마,일반고구마,하루까,대1,612,12892.0
267,22.09.26,고구마,일반고구마,하루까,대1,1296,27033.0
268,22.10.03,고구마,일반고구마,하루까,대1,1584,32933.0
269,22.10.10,고구마,일반고구마,하루까,대1,2520,52320.0
270,22.10.17,고구마,일반고구마,하루까,대1,3348,69552.0
271,22.10.24,고구마,일반고구마,하루까,대1,3585,74392.0
272,22.10.31,고구마,일반고구마,하루까,대1,3585,74392.0
273,22.11.07,고구마,일반고구마,하루까,대1,3585,74392.0
274,22.11.14,고구마,일반고구마,하루까,대1,3585,74392.0
275,22.11.21,고구마,일반고구마,하루까,대1,3585,74392.0
276,22.11.28,고구마,일반고구마,하루까,대1,3585,74392.0
277,22.12.05,고구마,일반고구마,하루까,대1,3189,66267.0
278,22.12.12,고구마,일반고구마,하루까,대1,2556,53310.0
279,22.12.19,고구마,일반고구마,하루까,대1,2196,45905.0
280,22.12.26,고구마,일반고구마,하루까,대1,1800,37666.0
281,23.01.02,고구마,일반고구마,하루까,대1,1152,24366.0
282,23.01.09,고구마,일반고구마,하루까,대1,648,13632.0
283,23.01.16,고구마,일반고구마,하루까,대1,108,2280.0
284,23.01.23,고구마,일반고구마,하루까,대1,108,2280.0
285,23.10.09,고구마,일반고구마,하루까,대1,288,5868.0
286,23.10.16,고구마,일반고구마,하루까,대1,756,15551.0
287,23.10.23,고구마,일반고구마,하루까,대1,1476,30583.0
288,23.10.30,고구마,일반고구마,하루까,대1,1800,37278.0
289,23.11.06,고구마,일반고구마,하루까,대1,2086,43105.0
290,23.11.13,고구마,일반고구마,하루까,대1,2086,43105.0
291,23.11.20,고구마,일반고구마,하루까,대1,2086,43105.0
292,23.11.27,고구마,일반고구마,하루까,대1,2086,43105.0
293,23.12.04,고구마,일반고구마,하루까,대1,2086,43105.0
294,23.12.11,고구마,일반고구마,하루까,대1,2086,43105.0
295,23.12.18,고구마,일반고구마,하루까,대1,2086,43105.0
296,23.12.25,고구마,일반고구마,하루까,대1,2086,43105.0
297,24.01.01,고구마,일반고구마,하루까,대1,2086,43105.0
298,24.01.08,고구마,일반고구마,하루까,대1,2086,43105.0
299,24.01.15,고구마,일반고구마,하루까,대1,2086,43105.0
300,24.01.22,고구마,일반고구마,하루까,대1,1978,40903.0
301,24.01.29,고구마,일반고구마,하루까,대1,1978,40903.0
302,24.02.05,고구마,일반고구마,하루까,대1,504,10333.0
303,24.02.12,고구마,일반고구마,하루까,대1,468,9607.0
304,24.02.19,고구마,일반고구마,하루까,대1,468,9607.0
305,24.03.11,고구마,일반고구마,하루까,대1,574,11727.0
306,22.01.03,고구마,일반고구마,하루까,대2,9493,203568.0
307,22.01.10,고구마,일반고구마,하루까,대2,9180,196946.0
308,22.01.17,고구마,일반고구마,하루까,대2,8892,190796.0
309,22.01.24,고구마,일반고구마,하루까,대2,8496,182355.0
310,22.02.07,고구마,일반고구마,하루까,대2,7848,168432.0
311,22.02.14,고구마,일반고구마,하루까,대2,7524,161404.0
312,22.02.21,고구마,일반고구마,하루까,대2,6444,137855.0
313,22.02.28,고구마,일반고구마,하루까,대2,5976,128034.0
314,22.03.07,고구마,일반고구마,하루까,대2,5508,118187.0
315,22.03.14,고구마,일반고구마,하루까,대2,5112,109783.0
316,22.03.21,고구마,일반고구마,하루까,대2,4932,105904.0
317,22.03.28,고구마,일반고구마,하루까,대2,4068,87694.0
318,22.04.04,고구마,일반고구마,하루까,대2,3348,72150.0
319,22.04.11,고구마,일반고구마,하루까,대2,2844,61265.0
320,22.04.18,고구마,일반고구마,하루까,대2,2196,47643.0
321,22.04.25,고구마,일반고구마,하루까,대2,468,10049.0
322,22.09.19,고구마,일반고구마,하루까,대2,1296,27608.0
323,22.09.26,고구마,일반고구마,하루까,대2,2592,54962.0
324,22.10.03,고구마,일반고구마,하루까,대2,3312,69930.0
325,22.10.10,고구마,일반고구마,하루까,대2,4608,97065.0
326,22.10.17,고구마,일반고구마,하루까,대2,5436,114306.0
327,22.10.24,고구마,일반고구마,하루까,대2,4680,98483.0
328,22.10.31,고구마,일반고구마,하루까,대2,3924,82925.0
329,22.11.07,고구마,일반고구마,하루까,대2,2988,63470.0
330,22.11.14,고구마,일반고구마,하루까,대2,2268,48400.0
331,22.11.21,고구마,일반고구마,하루까,대2,1944,41530.0
332,22.11.28,고구마,일반고구마,하루까,대2,1548,33100.0
333,22.12.05,고구마,일반고구마,하루까,대2,1368,29313.0
334,22.12.12,고구마,일반고구마,하루까,대2,1368,29313.0
335,22.12.19,고구마,일반고구마,하루까,대2,1368,29313.0
336,22.12.26,고구마,일반고구마,하루까,대2,1368,29313.0
337,23.01.02,고구마,일반고구마,하루까,대2,1368,29313.0
338,23.01.09,고구마,일반고구마,하루까,대2,1368,29313.0
339,23.01.16,고구마,일반고구마,하루까,대2,1116,23966.0
340,23.01.23,고구마,일반고구마,하루까,대2,972,20915.0
341,23.01.30,고구마,일반고구마,하루까,대2,576,12403.0
342,23.10.02,고구마,일반고구마,하루까,대2,65,1319.0
343,23.10.09,고구마,일반고구마,하루까,대2,1116,23395.0
344,23.10.16,고구마,일반고구마,하루까,대2,3402,71270.0
345,23.10.23,고구마,일반고구마,하루까,대2,6611,139967.0
346,23.10.30,고구마,일반고구마,하루까,대2,8555,181079.0
347,23.11.06,고구마,일반고구마,하루까,대2,9001,190229.0
348,23.11.13,고구마,일반고구마,하루까,대2,8843,186975.0
349,23.11.20,고구마,일반고구마,하루까,대2,8663,183254.0
350,23.11.27,고구마,일반고구마,하루까,대2,8447,178719.0
351,23.12.04,고구마,일반고구마,하루까,대2,8159,173331.0
352,23.12.11,고구마,일반고구마,하루까,대2,7943,168826.0
353,23.12.18,고구마,일반고구마,하루까,대2,7691,163579.0
354,23.12.25,고구마,일반고구마,하루까,대2,7511,159712.0
355,24.01.01,고구마,일반고구마,하루까,대2,7331,155835.0
356,24.01.08,고구마,일반고구마,하루까,대2,7079,150448.0
357,24.01.15,고구마,일반고구마,하루까,대2,6863,145919.0
358,24.01.22,고구마,일반고구마,하루까,대2,6323,134530.0
359,24.01.29,고구마,일반고구마,하루까,대2,5135,109204.0
360,24.02.05,고구마,일반고구마,하루까,대2,1303,28039.0
361,24.02.12,고구마,일반고구마,하루까,대2,1375,29422.0
362,24.02.19,고구마,일반고구마,하루까,대2,3317,70789.0
363,24.03.04,고구마,일반고구마,하루까,대2,1330,28252.0
364,24.03.11,고구마,일반고구마,하루까,대2,936,19858.0
365,24.03.18,고구마,일반고구마,하루까,대2,1951,41543.0
366,24.03.25,고구마,일반고구마,하루까,대2,691,14683.0
367,24.04.01,고구마,일반고구마,하루까,대2,259,5530.0
368,24.04.08,고구마,일반고구마,하루까,대2,151,3206.0
369,22.04.18,고구마,일반고구마,하루까,무등급,576,11310.0
370,22.04.25,고구마,일반고구마,하루까,무등급,468,9192.0
371,22.05.02,고구마,일반고구마,하루까,무등급,468,9192.0
372,22.05.09,고구마,일반고구마,하루까,무등급,36,706.0
373,22.10.10,고구마,일반고구마,하루까,무등급,756,15964.0
374,22.10.17,고구마,일반고구마,하루까,무등급,756,15964.0
375,22.10.24,고구마,일반고구마,하루까,무등급,1296,25959.0
376,22.10.31,고구마,일반고구마,하루까,무등급,1296,25959.0
377,22.11.07,고구마,일반고구마,하루까,무등급,1296,25959.0
378,22.11.14,고구마,일반고구마,하루까,무등급,1296,25959.0
379,22.11.21,고구마,일반고구마,하루까,무등급,756,14555.0
380,22.11.28,고구마,일반고구마,하루까,무등급,756,14555.0
381,22.12.05,고구마,일반고구마,하루까,무등급,756,14555.0
382,22.12.12,고구마,일반고구마,하루까,무등급,756,14555.0
383,22.12.19,고구마,일반고구마,하루까,무등급,756,14555.0
384,22.12.26,고구마,일반고구마,하루까,무등급,756,14555.0
385,23.01.02,고구마,일반고구마,하루까,무등급,468,8658.0
386,23.01.09,고구마,일반고구마,하루까,무등급,324,5994.0
387,23.01.16,고구마,일반고구마,하루까,무등급,252,4662.0
388,23.08.21,고구마,일반고구마,하루까,무등급,180,3145.0
389,22.01.03,고구마,일반고구마,하루까,미선별 대,3539,79648.0
390,22.01.10,고구마,일반고구마,하루까,미선별 대,3539,79648.0
391,22.01.17,고구마,일반고구마,하루까,미선별 대,3539,79648.0
392,22.01.24,고구마,일반고구마,하루까,미선별 대,2704,60842.0
393,22.02.07,고구마,일반고구마,하루까,미선별 대,2416,54472.0
394,22.02.14,고구마,일반고구마,하루까,미선별 대,2308,52140.0
395,22.02.21,고구마,일반고구마,하루까,미선별 대,2812,63199.0
396,22.02.28,고구마,일반고구마,하루까,미선별 대,2812,63199.0
397,22.03.07,고구마,일반고구마,하루까,미선별 대,2812,63199.0
398,22.03.14,고구마,일반고구마,하루까,미선별 대,2712,60929.0
399,22.03.21,고구마,일반고구마,하루까,미선별 대,2628,59038.0
400,22.03.28,고구마,일반고구마,하루까,미선별 대,2586,58089.0
401,22.04.04,고구마,일반고구마,하루까,미선별 대,1428,32399.0
402,22.04.11,고구마,일반고구마,하루까,미선별 대,708,16046.0
403,22.04.18,고구마,일반고구마,하루까,미선별 대,24,542.0
404,22.04.25,고구마,일반고구마,하루까,미선별 대,24,542.0
405,22.09.26,고구마,일반고구마,하루까,미선별 대,1170,25688.0
406,22.10.03,고구마,일반고구마,하루까,미선별 대,1170,25688.0
407,22.10.10,고구마,일반고구마,하루까,미선별 대,2469,54713.0
408,22.10.17,고구마,일반고구마,하루까,미선별 대,2469,54713.0
409,22.10.24,고구마,일반고구마,하루까,미선별 대,2720,60129.0
410,22.10.31,고구마,일반고구마,하루까,미선별 대,2576,56958.0
411,22.11.07,고구마,일반고구마,하루까,미선별 대,2576,56958.0
412,22.11.14,고구마,일반고구마,하루까,미선별 대,2576,56958.0
413,22.11.21,고구마,일반고구마,하루까,미선별 대,2306,51011.0
414,22.11.28,고구마,일반고구마,하루까,미선별 대,2773,60648.0
415,22.12.05,고구마,일반고구마,하루까,미선별 대,2701,59066.0
416,22.12.12,고구마,일반고구마,하루까,미선별 대,2701,59066.0
417,22.12.19,고구마,일반고구마,하루까,미선별 대,2701,59066.0
418,22.12.26,고구마,일반고구마,하루까,미선별 대,2701,59066.0
419,23.01.02,고구마,일반고구마,하루까,미선별 대,1441,31911.0
420,23.01.09,고구마,일반고구마,하루까,미선별 대,957,21229.0
421,23.01.16,고구마,일반고구마,하루까,미선별 대,575,12924.0
422,23.09.18,고구마,일반고구마,하루까,미선별 대,252,5214.0
423,23.09.25,고구마,일반고구마,하루까,미선별 대,36,744.0
