,날짜,관리구분,품목,품종,등급,현재고,현재중량
1776,22.03.14,고구마,호박고구마,베니,중,4011,85787.0
1777,22.03.21,고구마,호박고구마,베니,중,4011,85787.0
1778,22.03.28,고구마,호박고구마,베니,중,3903,83440.0
1779,22.04.04,고구마,호박고구마,베니,중,3903,83440.0
1780,22.04.11,고구마,호박고구마,베니,중,3831,81902.0
1781,22.04.18,고구마,호박고구마,베니,중,3651,78050.0
1782,22.04.25,고구마,호박고구마,베니,중,3507,74985.0
1783,22.05.02,고구마,호박고구마,베니,중,3327,71139.0
1784,22.05.09,고구마,호박고구마,베니,중,2823,60292.0
1785,22.05.16,고구마,호박고구마,베니,중,771,16648.0
1786,22.05.23,고구마,호박고구마,베니,중,411,8901.0
1787,22.05.30,고구마,호박고구마,베니,중,15,300.0
1788,22.09.19,고구마,호박고구마,베니,중,108,2228.0
1789,22.09.26,고구마,호박고구마,베니,중,756,15369.0
1790,22.10.03,고구마,호박고구마,베니,중,864,17541.0
1791,22.10.10,고구마,호박고구마,베니,중,1044,21392.0
1792,22.10.17,고구마,호박고구마,베니,중,2124,43544.0
1793,22.10.24,고구마,호박고구마,베니,중,2264,46412.0
1794,22.10.31,고구마,호박고구마,베니,중,2264,46412.0
1795,22.11.07,고구마,호박고구마,베니,중,2264,46412.0
1796,22.11.14,고구마,호박고구마,베니,중,2264,46412.0
1797,22.11.21,고구마,호박고구마,베니,중,2264,46412.0
1798,22.11.28,고구마,호박고구마,베니,중,2264,46412.0
1799,22.12.05,고구마,호박고구마,베니,중,2264,46412.0
1800,22.12.12,고구마,호박고구마,베니,중,2264,46412.0
1801,22.12.19,고구마,호박고구마,베니,중,2156,44127.0
1802,22.12.26,고구마,호박고구마,베니,중,2052,42041.0
1803,23.01.02,고구마,호박고구마,베니,중,1800,36836.0
1804,23.01.09,고구마,호박고구마,베니,중,1512,30988.0
1805,23.01.16,고구마,호박고구마,베니,중,1188,24449.0
1806,23.01.23,고구마,호박고구마,베니,중,1008,20638.0
1807,23.01.30,고구마,호박고구마,베니,중,828,16964.0
1808,23.02.06,고구마,호박고구마,베니,중,648,13256.0
1809,23.02.13,고구마,호박고구마,베니,중,432,8830.0
1810,23.02.20,고구마,호박고구마,베니,중,324,6690.0
1811,23.02.27,고구마,호박고구마,베니,중,216,4474.0
1812,23.03.06,고구마,호박고구마,베니,중,216,4474.0
1813,23.03.13,고구마,호박고구마,베니,중,216,4474.0
1814,23.03.20,고구마,호박고구마,베니,중,216,4474.0
1815,23.03.27,고구마,호박고구마,베니,중,180,3732.0
1816,23.04.03,고구마,호박고구마,베니,중,144,2971.0
1817,23.04.10,고구마,호박고구마,베니,중,144,2971.0
1818,23.04.17,고구마,호박고구마,베니,중,144,2971.0
1819,23.04.24,고구마,호박고구마,베니,중,144,2971.0
1820,23.05.01,고구마,호박고구마,베니,중,108,2208.0
1821,23.05.08,고구마,호박고구마,베니,중,108,2208.0
1822,23.05.15,고구마,호박고구마,베니,중,108,2208.0
1823,23.10.09,고구마,호박고구마,베니,중,396,8179.0
1824,23.10.16,고구마,호박고구마,베니,중,792,16561.0
1825,23.10.23,고구마,호박고구마,베니,중,864,18047.0
1826,23.10.30,고구마,호박고구마,베니,중,1224,25583.0
1827,23.11.06,고구마,호박고구마,베니,중,1866,39134.0
1828,23.11.13,고구마,호박고구마,베니,중,1866,39134.0
1829,23.11.20,고구마,호박고구마,베니,중,1866,39134.0
1830,23.11.27,고구마,호박고구마,베니,중,828,17280.0
1831,23.12.04,고구마,호박고구마,베니,중,828,17280.0
1832,23.12.11,고구마,호박고구마,베니,중,828,17280.0
1833,23.12.18,고구마,호박고구마,베니,중,828,17280.0
1834,23.12.25,고구마,호박고구마,베니,중,828,17280.0
1835,24.01.01,고구마,호박고구마,베니,중,828,17280.0
1836,24.01.08,고구마,호박고구마,베니,중,828,17280.0
1837,24.01.15,고구마,호박고구마,베니,중,828,17280.0
1838,24.01.22,고구마,호박고구마,베니,중,828,17280.0
1839,24.01.29,고구마,호박고구마,베니,중,828,17280.0
1840,24.02.12,고구마,호박고구마,베니,중,720,15044.0
1841,24.02.19,고구마,호박고구마,베니,중,720,15044.0
1842,24.03.04,고구마,호박고구마,베니,중,504,10458.0
1843,24.03.11,고구마,호박고구마,베니,중,288,6005.0
1844,24.03.18,고구마,호박고구마,베니,중,180,3750.0
1845,24.03.25,고구마,호박고구마,베니,중,36,742.0
1846,24.04.01,고구마,호박고구마,베니,중,36,742.0
1847,24.04.08,고구마,호박고구마,베니,중,36,742.0
1848,24.04.15,고구마,호박고구마,베니,중,36,742.0
1849,22.09.19,고구마,호박고구마,베니,중2,144,3012.0
1850,22.09.26,고구마,호박고구마,베니,중2,792,16058.0
1851,22.10.03,고구마,호박고구마,베니,중2,900,18266.0
1852,22.10.10,고구마,호박고구마,베니,중2,972,19871.0
1853,22.10.17,고구마,호박고구마,베니,중2,2196,44887.0
1854,22.10.24,고구마,호박고구마,베니,중2,2071,42529.0
1855,22.10.31,고구마,호박고구마,베니,중2,1963,40360.0
1856,22.11.07,고구마,호박고구마,베니,중2,1747,35903.0
1857,22.11.14,고구마,호박고구마,베니,중2,1476,30291.0
1858,22.11.21,고구마,호박고구마,베니,중2,1332,27263.0
1859,22.11.28,고구마,호박고구마,베니,중2,1152,23562.0
1860,22.12.05,고구마,호박고구마,베니,중2,720,14701.0
1861,22.12.12,고구마,호박고구마,베니,중2,432,8880.0
1862,22.12.19,고구마,호박고구마,베니,중2,180,3746.0
1863,23.08.14,고구마,호박고구마,베니,중2,35,673.0
1864,23.08.21,고구마,호박고구마,베니,중2,46,967.0
1865,23.09.25,고구마,호박고구마,베니,중2,72,1441.0
1866,23.10.02,고구마,호박고구마,베니,중2,108,2204.0
1867,23.10.09,고구마,호박고구마,베니,중2,180,3677.0
1868,23.10.16,고구마,호박고구마,베니,중2,540,11205.0
1869,23.10.23,고구마,호박고구마,베니,중2,576,11925.0
1870,23.10.30,고구마,호박고구마,베니,중2,900,18712.0
1871,23.11.06,고구마,호박고구마,베니,중2,1440,30023.0
1872,23.11.13,고구마,호박고구마,베니,중2,1404,29325.0
1873,23.11.20,고구마,호박고구마,베니,중2,1404,29325.0
1874,23.11.27,고구마,호박고구마,베니,중2,1368,28605.0
1875,23.12.04,고구마,호박고구마,베니,중2,1332,27855.0
1876,23.12.11,고구마,호박고구마,베니,중2,1477,30693.0
1877,23.12.18,고구마,호박고구마,베니,중2,1441,29969.0
1878,23.12.25,고구마,호박고구마,베니,중2,1405,29199.0
1879,24.01.01,고구마,호박고구마,베니,중2,1369,28444.0
1880,24.01.08,고구마,호박고구마,베니,중2,1369,28444.0
1881,24.01.15,고구마,호박고구마,베니,중2,1369,28444.0
1882,24.01.22,고구마,호박고구마,베니,중2,1369,28444.0
1883,24.01.29,고구마,호박고구마,베니,중2,972,20303.0
1884,24.02.05,고구마,호박고구마,베니,중2,468,9848.0
1885,24.02.12,고구마,호박고구마,베니,중2,324,6815.0
1886,24.02.19,고구마,호박고구마,베니,중2,288,6051.0
1887,24.03.04,고구마,호박고구마,베니,중2,252,5296.0
1888,24.03.11,고구마,호박고구마,베니,중2,252,5296.0
1889,24.03.18,고구마,호박고구마,베니,중2,252,5296.0
1890,24.03.25,고구마,호박고구마,베니,중2,252,5296.0
1891,24.04.01,고구마,호박고구마,베니,중2,756,15751.0
1892,24.04.08,고구마,호박고구마,베니,중2,756,15751.0
1893,24.04.15,고구마,호박고구마,베니,중2,612,12753.0
1894,22.01.03,고구마,호박고구마,베니,중3,3971,83251.0
1895,22.01.10,고구마,호박고구마,베니,중3,3899,81748.0
1896,22.01.17,고구마,호박고구마,베니,중3,3467,72634.0
1897,22.01.24,고구마,호박고구마,베니,중3,3395,71149.0
1898,22.02.07,고구마,호박고구마,베니,중3,3251,68074.0
1899,22.02.14,고구마,호박고구마,베니,중3,3179,66634.0
1900,22.02.21,고구마,호박고구마,베니,중3,3035,63567.0
1901,22.02.28,고구마,호박고구마,베니,중3,2945,61730.0
1902,22.03.07,고구마,호박고구마,베니,중3,2873,60231.0
1903,22.03.14,고구마,호박고구마,베니,중3,2801,58687.0
1904,22.03.21,고구마,호박고구마,베니,중3,2693,56423.0
1905,22.03.28,고구마,호박고구마,베니,중3,2621,54962.0
1906,22.04.04,고구마,호박고구마,베니,중3,2549,53454.0
1907,22.04.11,고구마,호박고구마,베니,중3,2477,51904.0
1908,22.04.18,고구마,호박고구마,베니,중3,2441,51157.0
1909,22.04.25,고구마,호박고구마,베니,중3,2441,51157.0
1910,22.05.02,고구마,호박고구마,베니,중3,2405,50438.0
1911,22.05.09,고구마,호박고구마,베니,중3,2369,49726.0
1912,22.05.16,고구마,호박고구마,베니,중3,281,5983.0
1913,22.05.23,고구마,호박고구마,베니,중3,281,5983.0
1914,22.05.30,고구마,호박고구마,베니,중3,209,4477.0
1915,22.06.06,고구마,호박고구마,베니,중3,108,2235.0
1916,22.06.13,고구마,호박고구마,베니,중3,36,735.0
1917,22.09.19,고구마,호박고구마,베니,중3,72,1492.0
1918,22.09.26,고구마,호박고구마,베니,중3,468,9470.0
1919,22.10.03,고구마,호박고구마,베니,중3,540,10938.0
1920,22.10.10,고구마,호박고구마,베니,중3,720,14728.0
1921,22.10.17,고구마,호박고구마,베니,중3,1836,37335.0
1922,22.10.24,고구마,호박고구마,베니,중3,1789,36379.0
1923,22.10.31,고구마,호박고구마,베니,중3,1717,34926.0
1924,22.11.07,고구마,호박고구마,베니,중3,1717,34926.0
1925,22.11.14,고구마,호박고구마,베니,중3,1332,27143.0
1926,22.11.21,고구마,호박고구마,베니,중3,1332,27143.0
1927,22.11.28,고구마,호박고구마,베니,중3,1332,27143.0
1928,22.12.05,고구마,호박고구마,베니,중3,1296,26423.0
1929,22.12.12,고구마,호박고구마,베니,중3,1224,24983.0
1930,22.12.19,고구마,호박고구마,베니,중3,1116,22783.0
1931,22.12.26,고구마,호박고구마,베니,중3,1080,22018.0
1932,23.01.02,고구마,호박고구마,베니,중3,1008,20526.0
1933,23.01.09,고구마,호박고구마,베니,중3,936,19064.0
1934,23.01.16,고구마,호박고구마,베니,중3,900,18321.0
1935,23.01.23,고구마,호박고구마,베니,중3,864,17554.0
1936,23.01.30,고구마,호박고구마,베니,중3,792,16042.0
1937,23.02.06,고구마,호박고구마,베니,중3,756,15279.0
1938,23.02.13,고구마,호박고구마,베니,중3,720,14558.0
1939,23.02.20,고구마,호박고구마,베니,중3,612,12421.0
1940,23.02.27,고구마,호박고구마,베니,중3,612,12421.0
1941,23.03.06,고구마,호박고구마,베니,중3,540,10894.0
1942,23.03.13,고구마,호박고구마,베니,중3,432,8674.0
1943,23.03.20,고구마,호박고구마,베니,중3,324,6516.0
1944,23.03.27,고구마,호박고구마,베니,중3,180,3684.0
1945,23.04.03,고구마,호박고구마,베니,중3,72,1476.0
1946,23.08.14,고구마,호박고구마,베니,중3,1,10.0
1947,23.08.21,고구마,호박고구마,베니,중3,16,315.0
1948,23.08.28,고구마,호박고구마,베니,중3,16,315.0
1949,23.09.04,고구마,호박고구마,베니,중3,69,1369.0
1950,23.09.11,고구마,호박고구마,베니,중3,69,1369.0
1951,23.09.18,고구마,호박고구마,베니,중3,69,1369.0
1952,23.09.25,고구마,호박고구마,베니,중3,83,1655.0
1953,23.10.02,고구마,호박고구마,베니,중3,83,1655.0
1954,23.10.09,고구마,호박고구마,베니,중3,407,8129.0
1955,23.10.16,고구마,호박고구마,베니,중3,828,16875.0
1956,23.10.23,고구마,호박고구마,베니,중3,864,17595.0
1957,23.10.30,고구마,호박고구마,베니,중3,1233,25130.0
1958,23.11.06,고구마,호박고구마,베니,중3,1708,35092.0
1959,23.11.13,고구마,호박고구마,베니,중3,1636,33575.0
1960,23.11.20,고구마,호박고구마,베니,중3,1528,31318.0
1961,23.11.27,고구마,호박고구마,베니,중3,1528,31318.0
1962,23.12.04,고구마,호박고구마,베니,중3,1492,30552.0
1963,23.12.11,고구마,호박고구마,베니,중3,1518,31025.0
1964,23.12.18,고구마,호박고구마,베니,중3,1482,30291.0
1965,23.12.25,고구마,호박고구마,베니,중3,1420,29068.0
1966,24.01.01,고구마,호박고구마,베니,중3,1384,28315.0
1967,24.01.08,고구마,호박고구마,베니,중3,1348,27549.0
1968,24.01.15,고구마,호박고구마,베니,중3,1312,26800.0
1969,24.01.22,고구마,호박고구마,베니,중3,1240,25297.0
1970,24.01.29,고구마,호박고구마,베니,중3,1204,24533.0
1971,24.02.05,고구마,호박고구마,베니,중3,1152,23470.0
1972,24.02.12,고구마,호박고구마,베니,중3,1116,22728.0
1973,24.02.19,고구마,호박고구마,베니,중3,1116,22728.0
1974,24.02.26,고구마,호박고구마,베니,중3,1028,20928.0
1975,24.03.04,고구마,호박고구마,베니,중3,972,19731.0
1976,24.03.11,고구마,호박고구마,베니,중3,900,18220.0
1977,24.03.18,고구마,호박고구마,베니,중3,756,15353.0
1978,24.03.25,고구마,호박고구마,베니,중3,648,13145.0
1979,24.04.01,고구마,호박고구마,베니,중3,468,9441.0
1980,24.04.08,고구마,호박고구마,베니,중3,252,5050.0
1981,22.01.03,고구마,호박고구마,베니,특,9059,195296.0
1982,22.01.10,고구마,호박고구마,베니,특,8555,184678.0
1983,22.01.17,고구마,호박고구마,베니,특,8483,183088.0
1984,22.01.24,고구마,호박고구마,베니,특,8483,183088.0
1985,22.02.07,고구마,호박고구마,베니,특,8483,183088.0
1986,22.02.14,고구마,호박고구마,베니,특,8483,183088.0
1987,22.02.21,고구마,호박고구마,베니,특,8483,183088.0
1988,22.02.28,고구마,호박고구마,베니,특,8015,172688.0
1989,22.03.07,고구마,호박고구마,베니,특,7799,167965.0
1990,22.03.14,고구마,호박고구마,베니,특,7799,167965.0
1991,22.03.21,고구마,호박고구마,베니,특,6480,139344.0
1992,22.03.28,고구마,호박고구마,베니,특,6084,130918.0
1993,22.04.04,고구마,호박고구마,베니,특,6084,130918.0
1994,22.04.11,고구마,호박고구마,베니,특,6084,130918.0
1995,22.04.18,고구마,호박고구마,베니,특,6084,130918.0
1996,22.04.25,고구마,호박고구마,베니,특,6084,130918.0
1997,22.05.02,고구마,호박고구마,베니,특,4032,86784.0
1998,22.05.09,고구마,호박고구마,베니,특,3456,74237.0
1999,22.05.16,고구마,호박고구마,베니,특,1944,41105.0
2000,22.05.23,고구마,호박고구마,베니,특,1692,35696.0
2001,22.05.30,고구마,호박고구마,베니,특,1512,31865.0
2002,22.06.06,고구마,호박고구마,베니,특,288,6168.0
2003,22.06.13,고구마,호박고구마,베니,특,108,2320.0
2004,22.09.19,고구마,호박고구마,베니,특,180,3746.0
2005,22.09.26,고구마,호박고구마,베니,특,1080,22360.0
2006,22.10.03,고구마,호박고구마,베니,특,1224,25289.0
2007,22.10.10,고구마,호박고구마,베니,특,1296,26843.0
2008,22.10.17,고구마,호박고구마,베니,특,2376,49245.0
2009,22.10.24,고구마,호박고구마,베니,특,2454,50838.0
2010,22.10.31,고구마,호박고구마,베니,특,2376,49226.0
2011,22.11.07,고구마,호박고구마,베니,특,2232,46259.0
2012,22.11.14,고구마,호박고구마,베니,특,2232,46259.0
2013,22.11.21,고구마,호박고구마,베니,특,2232,46259.0
2014,22.11.28,고구마,호박고구마,베니,특,2232,46259.0
2015,22.12.05,고구마,호박고구마,베니,특,2232,46259.0
2016,22.12.12,고구마,호박고구마,베니,특,2232,46259.0
2017,22.12.19,고구마,호박고구마,베니,특,2232,46259.0
2018,22.12.26,고구마,호박고구마,베니,특,2232,46259.0
2019,23.01.02,고구마,호박고구마,베니,특,2232,46259.0
2020,23.01.09,고구마,호박고구마,베니,특,2232,46259.0
2021,23.01.16,고구마,호박고구마,베니,특,2232,46259.0
2022,23.01.23,고구마,호박고구마,베니,특,2232,46259.0
2023,23.01.30,고구마,호박고구마,베니,특,2124,44035.0
2024,23.02.06,고구마,호박고구마,베니,특,2124,44035.0
2025,23.02.13,고구마,호박고구마,베니,특,2124,44035.0
2026,23.02.20,고구마,호박고구마,베니,특,2124,44035.0
2027,23.02.27,고구마,호박고구마,베니,특,1980,41051.0
2028,23.03.06,고구마,호박고구마,베니,특,1980,41051.0
2029,23.03.13,고구마,호박고구마,베니,특,1980,41051.0
2030,23.03.20,고구마,호박고구마,베니,특,1980,41051.0
2031,23.03.27,고구마,호박고구마,베니,특,1980,41051.0
2032,23.04.03,고구마,호박고구마,베니,특,1980,41051.0
2033,23.04.10,고구마,호박고구마,베니,특,1440,29799.0
2034,23.04.17,고구마,호박고구마,베니,특,1296,26774.0
2035,23.04.24,고구마,호박고구마,베니,특,720,14965.0
2036,23.05.01,고구마,호박고구마,베니,특,576,11979.0
2037,23.05.08,고구마,호박고구마,베니,특,72,1513.0
2038,23.10.09,고구마,호박고구마,베니,특,72,1481.0
2039,23.10.16,고구마,호박고구마,베니,특,576,12275.0
2040,23.10.23,고구마,호박고구마,베니,특,648,13840.0
2041,23.10.30,고구마,호박고구마,베니,특,1224,26126.0
2042,23.11.06,고구마,호박고구마,베니,특,1705,36297.0
2043,23.11.13,고구마,호박고구마,베니,특,1705,36297.0
2044,23.11.20,고구마,호박고구마,베니,특,1705,36297.0
2045,23.11.27,고구마,호박고구마,베니,특,1705,36297.0
2046,23.12.04,고구마,호박고구마,베니,특,1705,36297.0
2047,23.12.11,고구마,호박고구마,베니,특,1705,36297.0
2048,23.12.18,고구마,호박고구마,베니,특,1705,36297.0
2049,23.12.25,고구마,호박고구마,베니,특,1237,26275.0
2050,24.01.01,고구마,호박고구마,베니,특,1165,24797.0
2051,24.01.08,고구마,호박고구마,베니,특,1165,24797.0
2052,24.01.15,고구마,호박고구마,베니,특,1129,24026.0
2053,24.01.22,고구마,호박고구마,베니,특,1129,24026.0
2054,24.01.29,고구마,호박고구마,베니,특,1129,24026.0
2055,24.03.04,고구마,호박고구마,베니,특,504,10819.0
2056,24.03.11,고구마,호박고구마,베니,특,396,8539.0
2057,24.03.18,고구마,호박고구마,베니,특,360,7770.0
2058,24.03.25,고구마,호박고구마,베니,특,252,5426.0
2059,24.04.01,고구마,호박고구마,베니,특,180,3866.0
2060,24.04.08,고구마,호박고구마,베니,특,144,3096.0
2061,24.04.15,고구마,호박고구마,베니,특,36,772.0
2062,24.04.22,고구마,호박고구마,베니,특,36,772.0
2063,23.08.14,고구마,호박고구마,베니,특1,42,837.0
2064,23.08.21,고구마,호박고구마,베니,특1,64,1303.0
2065,23.08.28,고구마,호박고구마,베니,특1,64,1303.0
2066,23.09.04,고구마,호박고구마,베니,특1,53,1025.0
2067,23.09.11,고구마,호박고구마,베니,특1,53,1025.0
2068,23.09.18,고구마,호박고구마,베니,특1,53,1025.0
2069,23.09.25,고구마,호박고구마,베니,특1,174,3463.0
2070,23.10.02,고구마,호박고구마,베니,특1,108,2176.0
2071,23.10.09,고구마,호박고구마,베니,특1,72,1437.0
2072,23.10.09,고구마,호박고구마,베니,하품1,180,3666.0
2073,23.10.16,고구마,호박고구마,베니,하품1,360,7451.0
2074,23.10.23,고구마,호박고구마,베니,하품1,36,720.0
2075,23.10.30,고구마,호박고구마,베니,하품1,180,3784.0
2076,23.11.06,고구마,호박고구마,베니,하품1,425,8878.0
2077,23.11.13,고구마,호박고구마,베니,하품1,425,8878.0
2078,23.11.20,고구마,호박고구마,베니,하품1,425,8878.0
2079,23.11.27,고구마,호박고구마,베니,하품1,425,8878.0
2080,23.12.04,고구마,호박고구마,베니,하품1,425,8878.0
2081,23.12.11,고구마,호박고구마,베니,하품1,425,8878.0
2082,23.12.18,고구마,호박고구마,베니,하품1,425,8878.0
2083,23.12.25,고구마,호박고구마,베니,하품1,425,8878.0
2084,24.01.01,고구마,호박고구마,베니,하품1,425,8878.0
2085,24.01.08,고구마,호박고구마,베니,하품1,425,8878.0
2086,24.01.15,고구마,호박고구마,베니,하품1,425,8878.0
2087,24.01.22,고구마,호박고구마,베니,하품1,353,7369.0
2088,24.01.29,고구마,호박고구마,베니,하품1,252,5259.0
2089,24.02.12,고구마,호박고구마,베니,하품1,252,5259.0
2090,24.02.19,고구마,호박고구마,베니,하품1,252,5259.0
2091,23.10.09,고구마,호박고구마,베니,하품2,144,2723.0
2092,23.10.16,고구마,호박고구마,베니,하품2,288,5554.0
2093,23.10.23,고구마,호박고구마,베니,하품2,252,4925.0
2094,23.10.30,고구마,호박고구마,베니,하품2,360,7078.0
2095,23.11.06,고구마,호박고구마,베니,하품2,586,11589.0
2096,23.11.13,고구마,호박고구마,베니,하품2,576,11389.0
2097,23.11.20,고구마,호박고구마,베니,하품2,576,11389.0
2098,23.11.27,고구마,호박고구마,베니,하품2,576,11389.0
2099,23.12.04,고구마,호박고구마,베니,하품2,576,11389.0
2100,23.12.11,고구마,호박고구마,베니,하품2,576,11389.0
2101,23.12.18,고구마,호박고구마,베니,하품2,576,11389.0
2102,23.12.25,고구마,호박고구마,베니,하품2,180,3545.0
2103,24.01.01,고구마,호박고구마,베니,하품2,180,3545.0
2104,24.01.08,고구마,호박고구마,베니,하품2,144,2864.0
2105,22.08.08,고구마,호박고구마,하계,가공1,30,66.0
2106,22.08.29,고구마,호박고구마,하계,가공1,31,620.0
2107,22.09.05,고구마,호박고구마,하계,가공1,31,620.0
2108,22.08.08,고구마,호박고구마,하계,가공2,49,708.0
2109,22.08.15,고구마,호박고구마,하계,가공2,74,1173.0
2110,22.08.29,고구마,호박고구마,하계,가공2,85,1760.0
2111,22.09.05,고구마,호박고구마,하계,가공2,85,1760.0
2112,22.09.12,고구마,호박고구마,하계,가공2,85,1760.0
2113,22.08.08,고구마,호박고구마,하계,대,83,1149.0
2114,22.08.15,고구마,호박고구마,하계,대,83,1149.0
2115,22.08.22,고구마,호박고구마,하계,대,53,528.0
2116,22.08.15,고구마,호박고구마,하계,대2,15,299.0
2117,22.08.29,고구마,호박고구마,하계,대2,193,4038.0
2118,22.09.05,고구마,호박고구마,하계,대2,133,2780.0
2119,22.08.08,고구마,호박고구마,하계,비1,36,238.0
2120,22.08.29,고구마,호박고구마,하계,비1,32,633.0
2121,22.09.05,고구마,호박고구마,하계,비1,32,633.0
2122,22.09.12,고구마,호박고구마,하계,비1,30,605.0
2123,22.08.08,고구마,호박고구마,하계,비2,55,1070.0
2124,22.08.15,고구마,호박고구마,하계,비2,83,1599.0
2125,22.08.22,고구마,호박고구마,하계,비2,83,1599.0
2126,22.08.29,고구마,호박고구마,하계,비2,171,3349.0
2127,22.09.05,고구마,호박고구마,하계,비2,171,3349.0
2128,22.09.12,고구마,호박고구마,하계,비2,171,3349.0
2129,22.08.08,고구마,호박고구마,하계,상,270,5182.0
2130,22.08.15,고구마,호박고구마,하계,상,240,4938.0
2131,22.08.22,고구마,호박고구마,하계,상,150,3091.0
2132,22.08.29,고구마,호박고구마,하계,상,720,15450.0
2133,22.09.05,고구마,호박고구마,하계,상,270,5794.0
2134,22.08.08,고구마,호박고구마,하계,중2,128,2553.0
2135,22.08.15,고구마,호박고구마,하계,중2,249,5067.0
2136,22.08.22,고구마,호박고구마,하계,중2,180,3682.0
2137,22.08.29,고구마,호박고구마,하계,중2,300,6115.0
2138,22.09.05,고구마,호박고구마,하계,중2,270,5494.0
2139,22.09.12,고구마,호박고구마,하계,중2,150,3039.0
2140,22.09.19,고구마,호박고구마,하계,중2,90,1818.0
2141,22.08.08,고구마,호박고구마,하계,중3,106,1971.0
2142,22.08.15,고구마,호박고구마,하계,중3,188,3584.0
2143,22.08.22,고구마,호박고구마,하계,중3,188,3584.0
2144,22.08.29,고구마,호박고구마,하계,중3,240,4635.0
2145,22.09.05,고구마,호박고구마,하계,중3,240,4635.0
2146,22.09.12,고구마,호박고구마,하계,중3,55,943.0
2147,22.08.08,고구마,호박고구마,하계,특,30,612.0
2148,22.08.15,고구마,호박고구마,하계,특,53,1062.0
2149,22.08.22,고구마,호박고구마,하계,특,53,1062.0
2150,22.08.29,고구마,호박고구마,하계,특,170,3591.0
2151,22.09.05,고구마,호박고구마,하계,특,170,3591.0
2152,23.11.06,고구마,호박고구마,호풍미,무등급,108,2318.0
2153,23.11.13,고구마,호박고구마,호풍미,무등급,108,2318.0
2154,23.11.20,고구마,호박고구마,호풍미,무등급,108,2318.0
2155,23.11.27,고구마,호박고구마,호풍미,무등급,108,2318.0
2156,23.12.04,고구마,호박고구마,호풍미,무등급,108,2318.0
2157,23.12.11,고구마,호박고구마,호풍미,무등급,108,2318.0
2158,23.12.18,고구마,호박고구마,호풍미,무등급,108,2318.0
2159,23.12.25,고구마,호박고구마,호풍미,무등급,108,2318.0
2160,24.01.01,고구마,호박고구마,호풍미,무등급,108,2318.0
2161,24.01.08,고구마,호박고구마,호풍미,무등급,108,2318.0
2162,24.01.15,고구마,호박고구마,호풍미,무등급,108,2318.0
2163,24.01.22,고구마,호박고구마,호풍미,무등급,108,2318.0
2164,24.01.29,고구마,호박고구마,호풍미,무등급,108,2318.0
2165,24.02.19,고구마,호박고구마,호풍미,무등급,108,2318.0
2166,22.09.05,수입과일,라임,일반,150과,76,1330.0
2167,22.09.12,수입과일,라임,일반,150과,5,87.5
2168,24.03.11,수입과일,라임,일반,150과,62,1085.0
2169,24.03.18,수입과일,라임,일반,150과,24,420.0
2170,24.04.15,수입과일,라임,일반,150과,242,4235.0
2171,24.04.22,수입과일,라임,일반,150과,208,3640.0
2172,22.01.10,수입과일,라임,일반,175과,224,3920.0
2173,22.01.17,수입과일,라임,일반,175과,158,2765.0
2174,22.01.24,수입과일,라임,일반,175과,54,945.0
2175,22.02.21,수입과일,라임,일반,175과,43,752.5
2176,22.03.07,수입과일,라임,일반,175과,328,5740.0
2177,22.03.14,수입과일,라임,일반,175과,183,3202.5
2178,22.03.21,수입과일,라임,일반,175과,292,5110.0
2179,22.03.28,수입과일,라임,일반,175과,151,2642.5
2180,22.04.04,수입과일,라임,일반,175과,7,122.5
2181,22.04.11,수입과일,라임,일반,175과,57,997.5
2182,22.05.23,수입과일,라임,일반,175과,49,895.5
2183,22.07.04,수입과일,라임,일반,175과,163,2852.5
2184,22.07.25,수입과일,라임,일반,175과,243,4252.5
2185,22.08.01,수입과일,라임,일반,175과,243,4252.5
2186,22.08.08,수입과일,라임,일반,175과,216,3780.0
2187,22.08.15,수입과일,라임,일반,175과,126,2205.0
2188,22.08.22,수입과일,라임,일반,175과,167,2922.5
2189,22.08.29,수입과일,라임,일반,175과,80,1400.0
2190,22.09.12,수입과일,라임,일반,175과,95,1662.5
2191,22.10.03,수입과일,라임,일반,175과,71,1242.5
2192,22.10.10,수입과일,라임,일반,175과,33,577.5
2193,22.10.17,수입과일,라임,일반,175과,108,1890.0
2194,22.10.24,수입과일,라임,일반,175과,77,1347.5
2195,22.11.07,수입과일,라임,일반,175과,234,4095.0
2196,22.11.14,수입과일,라임,일반,175과,405,7087.5
2197,22.11.21,수입과일,라임,일반,175과,310,5425.0
2198,22.11.28,수입과일,라임,일반,175과,173,3027.5
2199,22.12.05,수입과일,라임,일반,175과,31,542.5
2200,22.12.12,수입과일,라임,일반,175과,174,3045.0
2201,22.12.19,수입과일,라임,일반,175과,35,612.5
2202,23.01.02,수입과일,라임,일반,175과,54,945.0
2203,23.01.09,수입과일,라임,일반,175과,220,3850.0
2204,23.01.30,수입과일,라임,일반,175과,252,4410.0
2205,23.02.06,수입과일,라임,일반,175과,131,2292.5
2206,23.02.27,수입과일,라임,일반,175과,64,1120.0
2207,23.03.06,수입과일,라임,일반,175과,53,927.5
2208,23.03.20,수입과일,라임,일반,175과,334,5845.0
2209,23.03.27,수입과일,라임,일반,175과,301,5267.5
2210,23.04.03,수입과일,라임,일반,175과,264,4620.0
2211,23.04.10,수입과일,라임,일반,175과,197,3447.5
2212,23.04.17,수입과일,라임,일반,175과,64,1120.0
2213,23.05.01,수입과일,라임,일반,175과,174,3045.0
